index,topic,label,length,sentiment,content
605,Undefined,0,115,positive,"All Disney Store locations in the U.K. are closing, with the exception of at least one flagship location in London."
606,Undefined,0,163,neutral,President Trump gave a talk during the COVID-19 pandemic in which he remonstrated about showers and dishwashers not functioning properly due to low-flow standards.
607,Undefined,0,53,neutral,Music legend Stevie Wonder said he's moving to Ghana.
608,Undefined,0,155,neutral,Russian President Vladimir Putin acknowledged Joe Biden's victory in the 2020 presidential election before U.S. Senate Majority Leader Mitch McConnell did.
609,Undefined,0,116,neutral,PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.
610,Undefined,0,173,positive,A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.
611,Undefined,0,156,negative,"Videos show kids transporting books in grocery carts, laundry baskets, and snow sleds after a school banned backpacks in the aftermath of a school shooting."
612,Undefined,0,165,negative,"Theodore Roosevelt said that speaking out against criticism of the President 'is not only unpatriotic and servile, but is morally treasonable to the American public."
613,Undefined,0,76,neutral,Photographs and videos show a blood-red sky over Oregon in late summer 2020.
614,Undefined,0,98,neutral,Shoppers can buy a pair of hand-stained jeans that look as though the wearer has peed their pants.
615,Undefined,0,109,negative,Oklahoma passed legislation that would potentially allow agencies to refuse adoptions involving LGBT parents.
616,Undefined,0,97,neutral,A newspaper clipping from 1953 features a relatively accurate prediction about future telephones.
617,Undefined,0,90,neutral,Barack and Michelle Obama purchased a $15 million waterfront mansion on Martha's Vineyard.
618,Undefined,0,151,negative,"The founder of Costco told a CEO who wanted to raise the prices on Costco's hot dogs: 'If you raise the effing hot dog, I will kill you. Figure it out."
619,Undefined,0,120,positive,A viral social media post penned by Arnold Schwarzenegger urged people to trust experts on COVID-19 vaccine information.
620,Undefined,0,74,negative,Seattle has imposed an excise tax on the distributors of sweetened drinks.
621,Undefined,0,91,neutral,MIT offers a 'pirate certificate' to students who complete four physical education courses.
622,Undefined,0,176,positive,Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.
623,Undefined,0,85,neutral,"A photograph shows the largest U.S. flag ever made, displayed in front of Hoover Dam."
624,Undefined,0,124,negative,"Author and disability rights advocate Helen Keller, who was blind and deaf, flew a plane with the assistance of an air crew."
625,Undefined,0,176,positive,Dr. Anthony Fauci said the National Institutes of Health (NIH) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans.
626,Undefined,0,80,neutral,An image of the Hindu goddess Kali was projected onto the Empire State Building.
627,Undefined,0,97,neutral,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu."
628,Undefined,0,101,neutral,A photograph shows an advertisement for Smirnoff vodka containing an apparent dig at President Trump.
629,Undefined,0,117,positive,U.S. Congressman Brian Mast tweeted an image of a Russian battlecruiser while wishing the U.S. Navy a happy birthday.
630,Undefined,0,68,negative,Photographs show the aftermath of a motorcycle-automobile collision.
631,Undefined,0,83,negative,"An article details the efforts of John Glenn's wife, Annie, to overcome stuttering."
632,Undefined,0,75,neutral,A quote reproduces a statement by President Harry Truman about Republicans.
633,Undefined,0,146,neutral,Apollo 11 astronaut Neil Armstrong flubbed his historic 'one small step' remark as he became the first man to set foot on the surface of the moon.
634,Undefined,0,149,positive,Comedian Bill Burr once said 'Sleeping on a futon when you're 30 is not the worst thing' and 'There's a tremendous amount of risk to playing it safe.
635,Undefined,0,179,neutral,"Abby Johnson, an anti-abortion activist who spoke at the 2020 Republican National Convention, earlier advocated for 'household voting' in which a husband would 'get the final say."
636,Undefined,0,163,negative,Facebook posts by commercial flight attendants describe their experiences working on flights transporting unaccompanied immigrant children to detention facilities.
637,Undefined,0,122,positive,"On Independence Day in 2021, Hobby Lobby crafts store placed an ad in several newspapers that read: 'One Nation Under God."
638,Undefined,0,101,positive,U.S. President Donald Trump said 'Nobody likes me' during a live White House COVID-19 press briefing.
639,Undefined,0,166,negative,Former Trump campaign official Carl Paladino said he hopes President Obama dies of mad cow disease and Michelle Obama goes to live in a cave in Africa with a gorilla.
640,Undefined,0,66,neutral,A photograph shows skyscrapers in Dubai poking through the clouds.
641,Undefined,0,151,negative,"In June 2020, U.S. President Donald Trump tweeted a doctored video with a manipulated CNN chyron of a supposedly 'racist baby' chasing a Black toddler."
642,Undefined,0,161,negative,"Actor Woody Harrelson's father, Charles Harrelson, was convicted of murder in the May 1979 killing of U.S. District Judge John H. Wood Jr. in San Antonio, Texas."
643,Undefined,0,95,negative,"During the 1918 flu pandemic, a newspaper advised readers to 'Wear your masks, take no chances."
644,Undefined,0,163,positive,Images reproduce contradictory statements from U.S. senators Mitch McConnell and Harry Reid about the President's prerogative in appointing Supreme Court justices.
645,Undefined,0,73,neutral,The 'para' in 'Paralympics' means the games run parallel to the Olympics.
646,Undefined,0,97,positive,A muscular breed of 'super cattle' is genetically engineered to provide as much meat as possible.
647,Undefined,0,121,negative,Members of the insurrectionist mob that broke into the Capitol were photographed in the Senate chamber holding zip cuffs.
648,Undefined,0,153,negative,Film director James Cameron said that he chose a cop for the villain of 'Terminator 2' in part because 'cops think of all non-cops as less than they are.
649,Undefined,0,77,neutral,"Photographs show a 'mummified' dinosaur fossil discovered in Alberta, Canada."
650,Undefined,0,144,positive,"A 1973 column by humorist Art Buchwald, which provided canned responses for people supporting Nixon as the Watergate scandal grew, is authentic."
651,Undefined,0,106,negative,U.S. Sen. Ted Cruz criticized Democratic legislators for wanting to 'arrest' churchgoers but not 'looters.
652,Undefined,0,199,negative,"In an interview broadcast on April 4, 2021, Hunter Biden, the son of U.S. President Joe Biden, said he mistook parmesan cheese for crack cocaine in the past and accidentally smoked the dairy product."
653,Undefined,0,105,positive,"In May 2021, United Airlines launched a free flights giveaway for passengers vaccinated against COVID-19."
654,Undefined,0,71,neutral,Donald Trump's ancestors changed their surname from 'Drumpf' to 'Trump.
655,Undefined,0,83,positive,The Texas state legislature once passed a resolution honoring the Boston Strangler.
656,Undefined,0,61,neutral,Actor Jeff Goldblum has a food truck called 'Chef Goldblum's.
657,Undefined,0,90,negative,A pro-Trump Facebook group called Stop The Steal was renamed Gay Communists for Socialism.
658,Undefined,0,79,neutral,Immigration authorities are taking rosaries away from immigrants at the border.
659,Undefined,0,97,neutral,"Photographs show Donald Trump's sons, Donald Jr. and Eric, posing during a big game hunting trip."
660,Undefined,0,64,neutral,Photograph shows a C-130 transport dropping anti-missile flares.
661,Undefined,0,196,positive,"Hundreds of members of the National Guard were made to vacate the U.S. Capitol and sent to rest in a nearby parking garage, while providing security around U.S. President Joe Biden's inauguration."
662,Undefined,0,157,negative,"In April 2021, Marco Rubio wrote a strongly worded letter to MLB Commissioner Rob Manfred in response to a decision to move the All-Star Game out of Georgia."
663,Undefined,0,115,neutral,The planned cover for a hip-hop album due to be released in November 2001 depicted an exploding World Trade Center.
664,Undefined,0,123,negative,"Dr. Leon Eisenberg, the 'father' of ADHD, said just before his death that ADHD 'is a prime example of a fictitious disease."
665,Undefined,0,124,neutral,"In an interview on June 29, 2021, Caitlyn Jenner proposed moving homeless people living on Venice Beach to 'big open fields."
666,Undefined,0,55,neutral,Water boiled in a microwave oven can suddenly 'explode.
667,Undefined,0,149,negative,President Trump's grandfather Friedrich unsuccessfully petitioned the government of Bavaria (now southeast Germany) not to deport him and his family.
668,Undefined,0,62,neutral,Starbucks is opening a coffee bean roasting facility in China.
